Date,TAI,TAI_1,TAI_2,TAI_3,TAI_4,DCFM SMOOTHBYFILTER,O2,TAO,TAO_R1,TAO_R2,TAO_R3,TAO_R4,TWI,TWO
06:50:18 03-09-2025,131.285827636719,0,0,0,131.285827636719,36.4000015258789,11.8132877349854,132.164947509766,0,0,0,0,32,32
06:51:18 03-09-2025,131.560562133789,0,0,0,131.560562133789,34,12.5001049041748,133.099014282227,0,0,0,0,32,32
06:52:18 03-09-2025,133.263854980469,0,0,0,133.263854980469,35.9000015258789,13.1029777526855,134.033081054688,0,0,0,0,32,32
06:53:18 03-09-2025,132.659454345703,0,0,0,132.659454345703,36.2999992370605,13.5608539581299,134.362762451172,0,0,0,0,32,32
06:54:18 03-09-2025,134.033081054688,0,0,0,134.033081054688,32.7999992370605,13.942419052124,134.857269287109,0,0,0,0,32,32
06:55:18 03-09-2025,133.923202514648,0,0,0,133.923202514648,34.0999984741211,14.2400398254395,135.296829223633,0,0,0,0,32,32
06:56:18 03-09-2025,134.912216186523,0,0,0,134.912216186523,35.4000015258789,14.4766101837158,135.736389160156,0,0,0,0,32,32
06:57:18 03-09-2025,134.747375488281,0,0,0,134.747375488281,30.3999996185303,14.659761428833,135.901214599609,0,0,0,0,32,32
06:58:18 03-09-2025,134.417709350586,0,0,0,134.417709350586,34.5999984741211,14.7971248626709,136.230895996094,0,0,0,0,32,32
06:59:18 03-09-2025,134.582534790039,0,0,0,134.582534790039,32.7999992370605,14.9344882965088,136.615509033203,0,0,0,0,32,32
07:00:18 03-09-2025,135.296829223633,0,0,0,135.296829223633,34.0999984741211,15.0260639190674,136.615509033203,0,0,0,0,32,32
07:01:18 03-09-2025,135.351776123047,0,0,0,135.351776123047,37.2000007629395,15.1329021453857,136.560562133789,0,0,0,0,32,32
07:02:18 03-09-2025,135.406707763672,0,0,0,135.571548461914,29.7999992370605,15.1634273529053,136.725402832031,0,0,0,0,32,32
07:03:18 03-09-2025,135.681442260742,0,0,0,135.681442260742,35.5999984741211,15.2397403717041,136.83528137207,0,0,0,0,32,32
07:04:18 03-09-2025,135.406707763672,0,0,0,135.351776123047,34,15.3465785980225,136.945175170898,0,0,0,0,32,32
07:05:18 03-09-2025,135.626495361328,0,0,0,135.681442260742,35.5,15.4076290130615,136.945175170898,0,0,0,0,32,32
07:06:18 03-09-2025,135.5166015625,0,0,0,135.571548461914,27.3999996185303,15.4228916168213,136.945175170898,0,0,0,0,32,32
07:07:18 03-09-2025,135.901214599609,0,0,0,135.901214599609,35.5,15.3465785980225,137.055068969727,0,0,0,0,32,32
07:08:18 03-09-2025,135.296829223633,0,0,0,135.296829223633,37.2999992370605,15.3923664093018,136.890228271484,0,0,0,0,32,32
07:09:18 03-09-2025,135.296829223633,0,0,0,135.296829223633,35.5999984741211,15.4763107299805,136.945175170898,0,0,0,0,32,32
07:10:18 03-09-2025,135.571548461914,0,0,0,135.571548461914,35.5,15.4534168243408,136.890228271484,0,0,0,0,32,32
07:11:18 03-09-2025,135.571548461914,0,0,0,135.571548461914,32.9000015258789,15.4686794281006,136.945175170898,0,0,0,0,32,32
07:12:18 03-09-2025,131.011108398438,0,0,131.011108398438,0,52.7999992370605,3.40359497070313,132.49462890625,0,0,0,0,32,32
07:13:18 03-09-2025,134.637481689453,0,0,134.692428588867,0,41.7000007629395,5.14353084564209,134.637481689453,0,0,0,0,32,32
07:14:18 03-09-2025,136.340774536133,0,0,136.340774536133,0,41.2999992370605,7.27266407012939,136.670455932617,0,0,0,0,32,32
07:15:18 03-09-2025,137.384735107422,0,0,137.384735107422,0,44.9000015258789,8.44788360595703,137.49462890625,0,0,0,0,32,32
07:16:18 03-09-2025,137.714416503906,0,0,137.714416503906,0,43.0999984741211,9.30258941650391,137.769348144531,0,0,0,0,32,32
07:17:18 03-09-2025,137.934188842773,0,0,137.934188842773,0,41.9000015258789,9.98177528381348,137.989135742188,0,0,0,0,32,32
07:18:18 03-09-2025,137.934188842773,0,0,137.934188842773,0,40.9000015258789,10.5083351135254,138.099029541016,0,0,0,0,32,32
07:19:19 03-09-2025,137.934188842773,0,0,137.934188842773,0,44.4000015258789,10.9433193206787,138.263854980469,0,0,0,0,32,32
07:20:19 03-09-2025,138.538589477539,0,0,138.538589477539,0,43.9000015258789,11.2562026977539,138.483642578125,0,0,0,0,32,32
07:21:19 03-09-2025,138.208908081055,0,0,138.208908081055,0,43.0999984741211,11.5309295654297,138.483642578125,0,0,0,0,32,32
07:22:19 03-09-2025,138.978149414063,0,0,138.483642578125,0,42.7999992370605,11.7446060180664,138.483642578125,0,0,0,0,32,32
07:23:19 03-09-2025,138.099029541016,0,0,138.099029541016,0,42.4000015258789,11.9430198669434,138.428695678711,0,0,0,0,32,32
07:24:19 03-09-2025,138.099029541016,0,0,138.099029541016,0,44.5999984741211,12.1032772064209,138.483642578125,0,0,0,0,32,32
07:25:19 03-09-2025,137.989135742188,0,0,138.099029541016,0,46.2000007629395,12.2406406402588,138.483642578125,0,0,0,0,32,32
07:26:19 03-09-2025,138.263854980469,0,0,138.263854980469,0,45.4000015258789,12.3474788665771,138.648483276367,0,0,0,0,32,32
07:27:19 03-09-2025,138.648483276367,0,0,138.648483276367,0,42.2999992370605,12.4619483947754,138.538589477539,0,0,0,0,32,32
07:28:19 03-09-2025,138.703414916992,0,0,138.703414916992,0,38.7000007629395,12.5458927154541,138.648483276367,0,0,0,0,32,32
07:29:19 03-09-2025,138.263854980469,0,0,138.263854980469,0,44.4000015258789,12.6298370361328,138.428695678711,0,0,0,0,32,32
07:30:19 03-09-2025,138.483642578125,0,0,138.483642578125,0,45.4000015258789,12.6985187530518,138.648483276367,0,0,0,0,32,32
07:31:19 03-09-2025,138.373748779297,0,0,138.373748779297,0,44.4000015258789,12.7748317718506,138.538589477539,0,0,0,0,32,32
07:32:19 03-09-2025,137.989135742188,0,0,137.989135742188,0,42.2000007629395,12.8282508850098,138.483642578125,0,0,0,0,32,32
07:33:19 03-09-2025,138.15397644043,0,0,138.15397644043,0,45,12.9045639038086,138.318801879883,0,0,0,0,32,32
07:34:19 03-09-2025,137.989135742188,0,0,138.373748779297,0,40.7000007629395,12.9503517150879,138.373748779297,0,0,0,0,32,32
07:35:19 03-09-2025,137.934188842773,0,0,137.934188842773,0,45.2000007629395,12.9961395263672,138.263854980469,0,0,0,0,32,32
07:36:19 03-09-2025,138.318801879883,0,0,138.318801879883,0,45,13.0419273376465,138.538589477539,0,0,0,0,32,32
07:37:19 03-09-2025,138.483642578125,0,0,138.483642578125,0,38.0999984741211,13.0800838470459,138.428695678711,138.428695678711,0,0,0,32,32
07:38:19 03-09-2025,138.648483276367,0,0,138.648483276367,0,20.8999996185303,13.1563968658447,138.758361816406,138.758361816406,0,0,0,32,32
07:39:19 03-09-2025,138.703414916992,0,0,138.703414916992,0,25.7000007629395,13.1563968658447,138.648483276367,138.648483276367,0,0,0,32,32
07:40:19 03-09-2025,138.703414916992,0,0,139.033096313477,0,57.5999984741211,13.1716594696045,138.868255615234,138.923202514648,0,0,0,32,32
07:41:19 03-09-2025,138.208908081055,0,0,138.208908081055,0,44,13.1716594696045,138.648483276367,138.648483276367,0,0,0,32,32
07:42:19 03-09-2025,138.318801879883,0,0,138.263854980469,0,58.2999992370605,13.1869220733643,138.538589477539,138.593536376953,0,0,0,32,32
07:43:19 03-09-2025,138.318801879883,0,0,138.318801879883,0,47.2999992370605,13.1869220733643,138.538589477539,138.648483276367,0,0,0,32,32
07:44:19 03-09-2025,138.538589477539,0,0,138.538589477539,0,8.80000019073486,13.1869220733643,138.758361816406,138.703414916992,0,0,0,32,32
07:45:19 03-09-2025,138.208908081055,0,0,138.208908081055,0,46.5999984741211,13.2174472808838,138.483642578125,138.483642578125,0,0,0,32,32
07:46:19 03-09-2025,138.263854980469,0,0,138.263854980469,0,29.8999996185303,13.2327098846436,138.593536376953,138.648483276367,0,0,0,32,32
07:47:19 03-09-2025,119.967147827148,0,119.85725402832,0,0,60.4000015258789,8.94391822814941,121.560546875,0,0,0,0,32,32
07:48:19 03-09-2025,108.208892822266,0,108.208892822266,0,0,47.5999984741211,4.86880397796631,109.527572631836,0,0,0,0,32,32
07:49:19 03-09-2025,111.835266113281,0,111.835266113281,0,0,46.9000015258789,7.32608318328857,112.824279785156,0,0,0,0,32,32
07:50:19 03-09-2025,115.461639404297,0,115.461639404297,0,0,50,8.94391822814941,116.560546875,0,0,0,0,32,32
07:51:19 03-09-2025,119.362747192383,0,119.362747192383,0,0,45.9000015258789,9.90546226501465,119.967147827148,0,0,0,0,32,32
07:52:20 03-09-2025,122.714401245117,0,122.714401245117,0,0,48.2999992370605,10.4243907928467,123.483627319336,0,0,0,0,32,32
07:53:20 03-09-2025,125.626480102539,0,125.626480102539,0,0,46.4000015258789,10.729642868042,126.505615234375,0,0,0,0,32,32
07:54:20 03-09-2025,128.593521118164,0,128.593521118164,0,0,47.5999984741211,10.8746376037598,129.19792175293,0,0,0,0,32,32
07:55:20 03-09-2025,130.846267700195,0,130.846267700195,0,0,48,10.989107131958,131.121002197266,0,0,0,0,32,32
07:56:20 03-09-2025,132.714401245117,0,132.549575805664,0,0,47.5,11.0501575469971,133.044082641602,0,0,0,0,32,32
07:57:20 03-09-2025,133.703414916992,0,133.703414916992,0,0,43.4000015258789,11.1035766601563,134.362762451172,0,0,0,0,32,32
07:58:20 03-09-2025,134.912216186523,0,134.912216186523,0,0,46.7000007629395,11.1493644714355,135.5166015625,0,0,0,0,32,32
07:59:20 03-09-2025,136.230895996094,0,136.230895996094,0,0,45.9000015258789,11.1722583770752,136.505615234375,0,0,0,0,32,32
08:00:20 03-09-2025,136.615509033203,0,136.615509033203,0,0,47.9000015258789,11.187520980835,137.384735107422,0,0,0,0,32,32
08:01:20 03-09-2025,137.934188842773,0,137.934188842773,0,0,43.2000007629395,11.2180461883545,138.318801879883,0,0,0,0,32,32
08:02:20 03-09-2025,137.824295043945,0,137.824295043945,0,0,43.5999984741211,11.2104148864746,138.538589477539,0,0,0,0,32,32
08:03:20 03-09-2025,138.483642578125,0,138.483642578125,0,0,43.2999992370605,11.2256774902344,139.033096313477,0,0,0,0,32,32
08:04:20 03-09-2025,138.868255615234,0,138.868255615234,0,0,44.2999992370605,11.2256774902344,139.582550048828,0,0,0,0,32,32
08:05:20 03-09-2025,139.527603149414,0,139.527603149414,0,0,47.9000015258789,11.2256774902344,139.967163085938,0,0,0,0,32,32
08:06:20 03-09-2025,139.747375488281,0,139.747375488281,0,0,45.9000015258789,11.2256774902344,140.131988525391,0,0,0,0,32,32
08:07:20 03-09-2025,139.637481689453,0,139.637481689453,0,0,47.2000007629395,11.2333087921143,140.241882324219,0,0,0,0,32,32
08:08:20 03-09-2025,140.131988525391,0,140.022109985352,0,0,43.7000007629395,11.1417331695557,140.681442260742,0,0,0,0,32,32
08:09:20 03-09-2025,140.516616821289,0,140.516616821289,0,0,46.0999984741211,11.2333087921143,140.901229858398,0,0,0,0,32,32
08:10:20 03-09-2025,140.351776123047,0,140.461669921875,0,0,42.9000015258789,11.2409400939941,141.011108398438,0,0,0,0,32,32
08:11:20 03-09-2025,140.626495361328,0,140.626495361328,0,0,43.0999984741211,11.2333087921143,141.121002197266,0,0,0,0,32,32
08:12:20 03-09-2025,140.406723022461,0,140.406723022461,0,0,42.5999984741211,11.2409400939941,141.17594909668,0,0,0,0,32,32
08:13:20 03-09-2025,140.956176757813,0,140.956176757813,0,0,46.2000007629395,11.2333087921143,141.230895996094,0,0,0,0,32,32
08:14:20 03-09-2025,140.681442260742,0,140.516616821289,0,0,44.5999984741211,11.2333087921143,141.505615234375,0,0,0,0,32,32
08:15:20 03-09-2025,140.79133605957,0,140.79133605957,0,0,43.2999992370605,11.2333087921143,141.395736694336,0,0,0,0,32,32
08:16:20 03-09-2025,140.901229858398,0,140.901229858398,0,0,40.2000007629395,11.2256774902344,141.560562133789,0,0,0,0,32,32
08:17:20 03-09-2025,140.571548461914,0,140.571548461914,0,0,44,11.2409400939941,141.560562133789,0,0,0,0,32,32
08:18:20 03-09-2025,140.681442260742,0,140.681442260742,0,0,44.0999984741211,11.2333087921143,141.615509033203,0,0,0,0,32,32
08:19:20 03-09-2025,140.901229858398,0,140.901229858398,0,0,47.2999992370605,11.2333087921143,141.670455932617,0,0,0,0,32,32
08:20:20 03-09-2025,141.230895996094,0,141.230895996094,0,0,42.5999984741211,11.2409400939941,142.000122070313,0,0,0,0,32,32
08:21:20 03-09-2025,141.230895996094,0,141.230895996094,0,0,42.7999992370605,11.2256774902344,141.670455932617,0,0,0,0,32,32
08:22:20 03-09-2025,140.79133605957,0,140.79133605957,0,0,43.9000015258789,11.1722583770752,141.780349731445,0,0,0,0,32,32
08:23:20 03-09-2025,141.011108398438,0,140.846282958984,0,0,46.5999984741211,11.2256774902344,141.780349731445,0,0,0,0,32,32
08:24:20 03-09-2025,141.615509033203,0,141.615509033203,0,0,42.4000015258789,11.2333087921143,141.835296630859,0,0,0,0,32,32
08:25:20 03-09-2025,141.011108398438,0,141.011108398438,0,0,43.5,11.248571395874,141.780349731445,0,0,0,0,32,32
08:26:20 03-09-2025,141.066055297852,0,141.066055297852,0,0,45.9000015258789,11.248571395874,141.890243530273,0,0,0,0,32,32
08:27:20 03-09-2025,141.17594909668,0,141.17594909668,0,0,25,11.248571395874,141.890243530273,0,0,0,141.890243530273,32,32
08:28:20 03-09-2025,140.956176757813,0,140.956176757813,0,0,39.2000007629395,11.3477783203125,141.890243530273,0,0,0,141.945175170898,32,32
08:29:21 03-09-2025,141.725402832031,0,141.725402832031,0,0,28,11.317253112793,142.219909667969,0,0,0,142.274856567383,32,32
08:30:21 03-09-2025,141.505615234375,0,141.505615234375,0,0,31.6000003814697,11.2867279052734,142.055068969727,0,0,0,142.055068969727,32,32
08:31:21 03-09-2025,141.17594909668,0,141.17594909668,0,0,22.7000007629395,11.248571395874,142.000122070313,0,0,0,141.945175170898,32,32
08:32:21 03-09-2025,96.5055847167969,0,0,0,0,56.7999992370605,17.7275447845459,105.131965637207,0,105.022071838379,0,0,32,32
08:33:21 03-09-2025,50.791259765625,0,0,0,0,51.5,18.9638156890869,64.5275344848633,0,64.5275344848633,0,0,32,32
08:34:21 03-09-2025,45.0769691467285,0,0,0,0,52.5999984741211,18.956184387207,65.2967681884766,0,65.3517150878906,0,0,32,32
08:35:21 03-09-2025,42.1648788452148,0,0,0,0,54.2999992370605,18.9485530853271,63.9780883789063,0,64.0330276489258,0,0,32,32
08:36:21 03-09-2025,40.296745300293,0,0,0,0,51.2000007629395,18.9485530853271,59.3626937866211,0,59.9670944213867,0,0,32,32
08:37:21 03-09-2025,68.7033615112305,68.7033615112305,0,0,0,37.2000007629395,16.353910446167,76.8901824951172,0,0,0,0,32,32
08:38:21 03-09-2025,106.670425415039,106.670425415039,0,0,0,26.7000007629395,3.72410869598389,103.703392028809,0,0,0,0,32,32
08:39:21 03-09-2025,111.175926208496,111.175926208496,0,0,0,27.3999996185303,3.68595218658447,109.58251953125,0,0,0,0,32,32
08:40:21 03-09-2025,112.274826049805,112.274826049805,0,0,0,27.1000003814697,4.31935024261475,111.560539245605,0,0,0,0,32,32
08:41:21 03-09-2025,112.494606018066,112.494606018066,0,0,0,28.2000007629395,5.1816873550415,112.109992980957,0,0,0,0,32,32
08:42:21 03-09-2025,112.494606018066,112.494606018066,0,0,0,27.8999996185303,6.07454967498779,112.384719848633,0,0,0,0,32,32
08:43:21 03-09-2025,112.055046081543,112.055046081543,0,0,0,28.2000007629395,6.83767986297607,111.780319213867,0,0,0,0,32,32
08:44:21 03-09-2025,111.560539245605,111.505599975586,0,0,0,27.5,7.41002750396729,111.505599975586,0,0,0,0,32,32
08:45:21 03-09-2025,111.285820007324,111.285820007324,0,0,0,27.7999992370605,7.80685424804688,111.066032409668,0,0,0,0,32,32
08:46:21 03-09-2025,110.571533203125,110.571533203125,0,0,0,28.1000003814697,7.91369247436523,110.351753234863,0,0,0,0,32,32
08:47:21 03-09-2025,110.186912536621,110.186912536621,0,0,0,28.7000007629395,8.48604011535645,110.022079467773,0,0,0,0,32,32
08:48:21 03-09-2025,109.362739562988,109.362739562988,0,0,0,27.5,8.70734786987305,109.472625732422,0,0,0,0,32,32
08:49:21 03-09-2025,108.923179626465,108.923179626465,0,0,0,28.3999996185303,8.86760520935059,108.978118896484,0,0,0,0,32,32
08:50:21 03-09-2025,108.538558959961,108.538558959961,0,0,0,28.6000003814697,9.05075645446777,108.044052124023,0,0,0,0,32,32
08:51:21 03-09-2025,107.714385986328,107.714385986328,0,0,0,27.7999992370605,9.21101379394531,107.6044921875,0,0,0,0,32,32
08:52:21 03-09-2025,113.428672790527,0,0,0,113.428672790527,40.5,9.7070484161377,112.000099182129,0,0,0,0,32,32
08:53:21 03-09-2025,127.604507446289,0,0,0,127.604507446289,33.9000015258789,10.7067489624023,127.879241943359,0,0,0,0,32,32
08:54:21 03-09-2025,128.81330871582,0,0,0,128.81330871582,35.2000007629395,11.4851417541504,130.186935424805,0,0,0,0,32,32
08:55:21 03-09-2025,130.131988525391,0,0,0,130.131988525391,36.9000015258789,12.3322162628174,131.450668334961,0,0,0,0,32,32
08:56:21 03-09-2025,131.780334472656,0,0,0,131.780334472656,35.5,13.072452545166,132.824295043945,0,0,0,0,32,32
08:57:21 03-09-2025,132.055068969727,0,0,0,132.055068969727,32.9000015258789,13.7287425994873,133.318801879883,0,0,0,0,32,32
08:58:21 03-09-2025,132.274841308594,0,0,0,132.274841308594,31.8999996185303,14.140832901001,133.868255615234,0,0,0,0,32,32
08:59:21 03-09-2025,133.208908081055,0,0,0,133.208908081055,34.9000015258789,14.4918727874756,134.692428588867,0,0,0,0,32,32
09:00:21 03-09-2025,133.703414916992,0,0,0,133.593521118164,37.5999984741211,14.6902866363525,135.077041625977,0,0,0,0,32,32
09:01:21 03-09-2025,133.428695678711,0,0,0,133.428695678711,35.2000007629395,14.8734378814697,135.296829223633,0,0,0,0,32,32
09:02:21 03-09-2025,134.19792175293,0,0,0,134.19792175293,34.9000015258789,14.987907409668,135.571548461914,0,0,0,0,32,32
09:03:21 03-09-2025,134.527587890625,0,0,0,134.527587890625,34.7000007629395,15.1023769378662,135.736389160156,0,0,0,0,32,32
09:04:21 03-09-2025,135.571548461914,0,0,0,135.186935424805,36.2999992370605,15.1939525604248,135.901214599609,0,0,0,0,32,32
09:05:21 03-09-2025,134.912216186523,0,0,0,134.912216186523,34.7000007629395,15.3007907867432,136.395721435547,0,0,0,0,32,32
09:06:22 03-09-2025,134.692428588867,0,0,0,134.692428588867,36.9000015258789,15.3618412017822,136.395721435547,0,0,0,0,32,32
09:07:22 03-09-2025,134.802322387695,0,0,0,134.802322387695,31.6000003814697,15.4305229187012,136.505615234375,0,0,0,0,32,32
09:08:22 03-09-2025,135.131988525391,0,0,0,135.131988525391,34.5,15.4915733337402,136.395721435547,0,0,0,0,32,32
09:09:22 03-09-2025,134.912216186523,0,0,0,134.912216186523,37,15.5297298431396,136.615509033203,0,0,0,0,32,32
09:10:22 03-09-2025,134.857269287109,0,0,0,134.857269287109,32.9000015258789,15.5678863525391,136.560562133789,0,0,0,0,32,32
09:11:22 03-09-2025,134.747375488281,0,0,0,134.747375488281,35.4000015258789,15.6060428619385,136.505615234375,0,0,0,0,32,32
09:12:22 03-09-2025,135.5166015625,0,0,0,135.5166015625,33.4000015258789,15.6594619750977,136.670455932617,0,0,0,0,32,32
09:13:22 03-09-2025,134.637481689453,0,0,0,134.637481689453,33,15.705249786377,136.670455932617,0,0,0,0,32,32
09:14:22 03-09-2025,134.47265625,0,0,0,134.637481689453,35.2999992370605,15.7205123901367,136.395721435547,0,0,0,0,32,32
09:15:22 03-09-2025,135.351776123047,0,0,0,135.351776123047,33.7000007629395,15.6670932769775,136.505615234375,0,0,0,0,32,32
09:16:22 03-09-2025,134.967147827148,0,0,0,134.967147827148,35,15.7205123901367,136.450668334961,0,0,0,0,32,32
09:17:22 03-09-2025,128.208908081055,0,0,128.208908081055,0,49.7999992370605,2.97624206542969,129.472640991211,0,0,0,0,32,32
09:18:22 03-09-2025,133.923202514648,0,0,133.923202514648,0,41.2000007629395,5.69298458099365,134.033081054688,0,0,0,0,32,32
09:19:22 03-09-2025,135.736389160156,0,0,135.681442260742,0,43.7999992370605,7.78396034240723,136.066055297852,0,0,0,0,32,32
09:20:22 03-09-2025,136.450668334961,0,0,136.450668334961,0,43,8.84471130371094,136.780349731445,0,0,0,0,32,32
09:21:22 03-09-2025,137.110015869141,0,0,137.110015869141,0,43.5,9.58494758605957,136.945175170898,0,0,0,0,32,32
09:22:22 03-09-2025,136.725402832031,0,0,136.725402832031,0,40.4000015258789,10.1878204345703,137.164962768555,0,0,0,0,32,32
09:23:22 03-09-2025,137.329788208008,0,0,137.329788208008,0,41.0999984741211,10.6914863586426,137.714416503906,0,0,0,0,32,32
09:24:22 03-09-2025,137.49462890625,0,0,137.49462890625,0,41.4000015258789,11.1112079620361,137.439682006836,0,0,0,0,32,32
09:25:22 03-09-2025,137.714416503906,0,0,137.714416503906,0,42.5999984741211,11.4317226409912,137.549575805664,0,0,0,0,32,32
09:26:22 03-09-2025,137.549575805664,0,0,137.549575805664,0,45.5,11.6911869049072,137.824295043945,0,0,0,0,32,32
09:27:22 03-09-2025,137.604522705078,0,0,137.604522705078,0,45.7000007629395,11.9124946594238,137.769348144531,0,0,0,0,32,32
09:28:22 03-09-2025,137.989135742188,0,0,137.989135742188,0,43.2999992370605,12.1109085083008,137.989135742188,0,0,0,0,32,32
09:29:22 03-09-2025,137.604522705078,0,0,137.604522705078,0,42.7999992370605,12.2787971496582,137.824295043945,0,0,0,0,32,32
09:30:22 03-09-2025,137.384735107422,0,0,137.384735107422,0,45,12.4161605834961,137.879241943359,0,0,0,0,32,32
09:31:22 03-09-2025,137.824295043945,0,0,137.824295043945,0,45.0999984741211,12.5229988098145,137.934188842773,0,0,0,0,32,32
09:32:22 03-09-2025,138.263854980469,0,0,138.263854980469,0,43.2000007629395,12.6222057342529,138.099029541016,0,0,0,0,32,32
09:33:22 03-09-2025,137.549575805664,0,0,137.549575805664,0,45.2999992370605,12.6985187530518,137.824295043945,0,0,0,0,32,32
09:34:22 03-09-2025,137.659469604492,0,0,137.659469604492,0,45.2999992370605,12.7824630737305,137.714416503906,0,0,0,0,32,32
09:35:22 03-09-2025,137.549575805664,0,0,137.549575805664,0,44.5999984741211,12.8511447906494,137.879241943359,0,0,0,0,32,32
09:36:22 03-09-2025,137.604522705078,0,0,137.604522705078,0,43.7000007629395,12.9045639038086,137.824295043945,0,0,0,0,32,32
09:37:22 03-09-2025,137.055068969727,0,0,137.055068969727,0,44.7000007629395,12.9808769226074,137.769348144531,0,0,0,0,32,32
09:38:22 03-09-2025,137.769348144531,0,0,137.769348144531,0,43,13.011402130127,137.824295043945,0,0,0,0,32,32
09:39:22 03-09-2025,137.49462890625,0,0,137.49462890625,0,45,13.0800838470459,137.769348144531,0,0,0,0,32,32
09:40:22 03-09-2025,137.989135742188,0,0,137.989135742188,0,43,13.1106090545654,137.824295043945,0,0,0,0,32,32
09:41:23 03-09-2025,137.604522705078,0,0,137.604522705078,0,44.2000007629395,13.1716594696045,137.989135742188,0,0,0,0,32,32
09:42:23 03-09-2025,137.384735107422,0,0,137.384735107422,0,38.2000007629395,13.2098159790039,137.879241943359,137.879241943359,0,0,0,32,32
09:43:23 03-09-2025,138.373748779297,0,0,138.373748779297,0,45.0999984741211,13.2479724884033,138.044082641602,138.099029541016,0,0,0,32,32
09:44:23 03-09-2025,137.659469604492,0,0,137.659469604492,0,25.1000003814697,13.2479724884033,138.044082641602,138.044082641602,0,0,0,32,32
09:45:23 03-09-2025,137.934188842773,0,0,137.934188842773,0,37.4000015258789,13.2327098846436,138.099029541016,138.099029541016,0,0,0,32,32
09:46:23 03-09-2025,137.549575805664,0,0,137.549575805664,0,44.9000015258789,13.2479724884033,138.044082641602,138.044082641602,0,0,0,32,32
09:47:23 03-09-2025,138.044082641602,0,0,138.044082641602,0,35.4000015258789,13.2632350921631,138.263854980469,138.263854980469,0,0,0,32,32
09:48:23 03-09-2025,138.208908081055,0,0,138.208908081055,0,28.2000007629395,13.2632350921631,137.989135742188,137.989135742188,0,0,0,32,32
09:49:23 03-09-2025,138.044082641602,0,0,138.044082641602,0,35.7000007629395,13.270866394043,138.15397644043,138.15397644043,0,0,0,32,32
09:50:23 03-09-2025,137.824295043945,0,0,137.824295043945,0,42.2000007629395,13.2784976959229,137.989135742188,137.989135742188,0,0,0,32,32
09:51:23 03-09-2025,137.934188842773,0,0,137.934188842773,0,40.5999984741211,13.293758392334,138.099029541016,138.15397644043,0,0,0,32,32
09:52:23 03-09-2025,115.736373901367,0,115.736373901367,0,0,51.2000007629395,6.9139928817749,114.637466430664,0,0,0,0,32,32
09:53:23 03-09-2025,108.26383972168,0,108.26383972168,0,0,48.2999992370605,4.97564220428467,109.472625732422,0,0,0,0,32,32
09:54:23 03-09-2025,112.274826049805,0,112.274826049805,0,0,49.2000007629395,7.34134578704834,113.318786621094,0,0,0,0,32,32
09:55:23 03-09-2025,115.846252441406,0,115.791320800781,0,0,49.7999992370605,8.98970603942871,116.945159912109,0,0,0,0,32,32
09:56:23 03-09-2025,119.307800292969,0,119.307800292969,0,0,47.9000015258789,9.90546226501465,120.24186706543,0,0,0,0,32,32
09:57:23 03-09-2025,123.263854980469,0,123.263854980469,0,0,44.2999992370605,10.401496887207,123.593521118164,0,0,0,0,32,32
09:58:23 03-09-2025,125.681427001953,0,125.681427001953,0,0,45.7999992370605,10.7143802642822,126.285827636719,0,0,0,0,32,32
09:59:23 03-09-2025,128.703414916992,0,128.703414916992,0,0,48.9000015258789,10.8975315093994,128.978134155273,0,0,0,0,32,32
10:00:23 03-09-2025,130.571548461914,0,130.571548461914,0,0,44.2000007629395,11.0120010375977,130.956161499023,0,0,0,0,32,32
10:01:23 03-09-2025,132.274841308594,0,132.384735107422,0,0,42.7999992370605,11.1035766601563,132.714401245117,0,0,0,0,32,32
10:02:23 03-09-2025,134.362762451172,0,134.362762451172,0,0,44,11.0806827545166,134.252868652344,0,0,0,0,32,32
10:03:23 03-09-2025,134.912216186523,0,134.912216186523,0,0,45,11.187520980835,135.296829223633,0,0,0,0,32,32
10:04:23 03-09-2025,135.79133605957,0,135.79133605957,0,0,46.9000015258789,11.2256774902344,136.230895996094,0,0,0,0,32,32
10:05:23 03-09-2025,136.615509033203,0,136.615509033203,0,0,41.0999984741211,11.2333087921143,137.055068969727,0,0,0,0,32,32
10:06:23 03-09-2025,137.274841308594,0,137.274841308594,0,0,45.7000007629395,11.2409400939941,137.714416503906,0,0,0,0,32,32
10:07:23 03-09-2025,137.934188842773,0,137.934188842773,0,0,45.4000015258789,11.2104148864746,138.208908081055,0,0,0,0,32,32
10:08:23 03-09-2025,138.263854980469,0,138.263854980469,0,0,47,11.2562026977539,138.868255615234,0,0,0,0,32,32
10:09:23 03-09-2025,138.428695678711,0,138.428695678711,0,0,44.0999984741211,11.2790966033936,139.088043212891,0,0,0,0,32,32
10:10:23 03-09-2025,138.868255615234,0,138.868255615234,0,0,43.2000007629395,11.2790966033936,139.362762451172,0,0,0,0,32,32
10:11:23 03-09-2025,139.692428588867,0,139.692428588867,0,0,44.5,11.2790966033936,139.857269287109,0,0,0,0,32,32
10:12:23 03-09-2025,139.857269287109,0,139.857269287109,0,0,47.2999992370605,11.2790966033936,140.022109985352,0,0,0,0,32,32
10:13:23 03-09-2025,139.912216186523,0,139.912216186523,0,0,44.5,11.2638339996338,140.351776123047,0,0,0,0,32,32
10:14:23 03-09-2025,140.296829223633,0,139.967163085938,0,0,44,11.2638339996338,140.516616821289,0,0,0,0,32,32
